,Questions,Answers
2408,"I need of it for Fender Stratocaster, what you adivse me to use for volume and 2 tones? My guitar have 3 pickups 1 humbucker and 2 singles.","Hi,A 500 K pot will generally yield a brighter tone, and are normally used with Humbucker pickups, a 250 K pot is the standard with single coil pickups,  a nice medium with HSS guitars is a 250K volume pot with 1Meg Tone controls, this keeps the singles from being too bright or harsh, and helps keep the humbucker from being too muddy,  another option is to wire separate volume controls, 500K for the humbucker, and 250 K for the singles and a master tone controlHope this helpsBrandon"
2409,"How is this unit powered?  Is it battery, a/c or D/C?",120V a/c
2410,Is this guitar worth using for a black metal/sludge/noise project?,"Purely on its own, without inflection from any processing FX? Probably not. But no guitar is, really - is it? This guitar can handle being heavily processed though, so if you have outboard FX, or FX running on a computer, this guitar will give you the s/n ratio you need. I've used this through an old Roland GP8 multiFX processor, a Floor Pod and Native Instruments Guitar Rig and it holds up pretty well. If you're after speed picking, I'd say go with something more refined - this guitar is a great workhorse, but it is crudely constructed. I lucked out with the one I bought, but I've talked to people who've ordered the same guitar and gotten a dog - malformed fretwork being a particular complaint, and just the thing to kill speed picking.



    Purely on its own, without inflection from any processing FX? Probably not. But no guitar is, really - is it? This guitar can handle being heavily processed though, so if you have outboard FX, or FX running on a computer, this guitar will give you the s/n ratio you need. I've used this through an old Roland GP8 multiFX processor, a Floor Pod and Native Instruments Guitar Rig and it holds up pretty well. If you're after speed picking, I'd say go with something more refined - this guitar is a great workhorse, but it is crudely constructed. I lucked out with the one I bought, but I've talked...
      » 
Read More


   Purely on its own, without inflection from any processing FX? Probably not. But no guitar is, really - is it? This guitar can handle being heavily processed though, so if you have outboard FX, or FX running on a computer, this guitar will give you the s/n ratio you need. I've used this through an old Roland GP8 multiFX processor, a Floor Pod and Native Instruments Guitar Rig and it holds up pretty well. If you're after speed picking, I'd say go with something more refined - this guitar is a great workhorse, but it is crudely constructed. I lucked out with the one I bought, but I've talked to people who've ordered the same guitar and gotten a dog - malformed fretwork being a particular complaint, and just the thing to kill speed picking.
      « 

Show Less"
2411,"Has anyone mounted this on a DSLR or ""bridge"" camera, like the Fujifilm HS50 EXR?","Yes, I did mount it on the DSLR camera.  It works pretty good but certainly not at any distance over about 10-15 feet from the source.  And even at those distances, it is not truly great.....ok, but at 5-10 feet, it is very good."
2412,"How sturdy is it, I am heavy set, but it says 330lbs.I more worried about the back and forth sturdiness. Any and all help appreciated!","I'm 190lbs and I get the feeling it easily could support twice that.  It is very sturdy and well built.  It is perfectly stable in the back and forth direction.  I don't think you could tip it back or forward even if you tried (if you're actually sitting on it).  I use it on carpet an it is still very stable.  You'll be happy with it, it is a great bench."
2413,Can it be connected to the tv (in) if the tv is connected to a sound bar (out) so I can do karaoke?,You need an amplified speaker to connect your shure micro
2414,What type of power plug? US/EU,US type power plug.
2415,Is this effects mixer good for Karaoke?,"Yes, there are 99 effects on the mixer. I use it for karaoke and for my instruments. Here's a list of the effects. http://www.soh.cz/data_images/Image/pronajem/manual/XENYX-1202FXcz.PDFI recommend it if it's for family get togethers and parties. I really enjoy it."
2416,"Does it have a pendulum? Picture does not show it, if it does.","Yes, it does."
2417,is a cromatic scale ?,Yes. It's chromatic from A3 to E5.
2418,How is the sound compared to TUSQ? I'm looking for the warmest sound with the best sustain. I don't like bright high tones.,"I have never used Tusq, so I can't be of any help. I have tried the Martin ebonys on my recording king, and I can't tell any difference from the factory pins, but that could be different if someone else was listening. I can tell you that the Martin pins are very high quality, and the accuracy of manufacture is very, very nice.  rf"
2419,"I'm a left handed player, can the chord finder be switched to a left handed chord chart?","I play right handed and use the Qwik Tune for tuning the strings mostly, but it does not appear to be able to switch to cords for left handed playing."
2420,Can you adjust each channel (left/right) separately?,"No, it's a simple equalizer I use for my headphones. It would be nice but @ this price it works well for what I need it to do."
2421,It is ok for a tall 9 years old?,"Sort of...I bought this for my 3 year old last year. His sister is 9 this year and she's about 4'8"" (she's talk too) and she still plays them...but they look kind of small when she is sitting and playing. They are a really nice set though, much better than anything out there for the price. To even get close it was almost 2x the price! Hope that helps!"
