,Questions,Answers
1323,what are all the flavors,"Kiwi-Strawberry, Pineapple-Coconut, Apple Crisp, Lemonade, Lemon-Lime, Peace-Nectarine, Mango-Orange, Lemonade-Strawberry, Ice-Tea-Lemonade, Blueberry-Pomegranate, Black Raspberry... Pretty sure that's the whole list for now :D Our top four favourites are the Pineapple-Coconut, Apple, Strawberry-Lemonade, and Kiwi-Strawberry!"
1324,what is the current expiration date?,We would not reorder again. Too many packets with an expiration date only 9 months down the road.
1325,Once opened must bottles be refrigerated?Or can they be safely put in a cabinet?,I don't refrigerate the bottles I have. I just keep them on my kitchen counter-top. They last a long time.
1326,Do these come in glass bottles?,These are plastic - easier to ship (and for me safer as UPS has occasionally dropped the box over my fence) and easier to unpack and handle. I have also bought in glass but after trying the plastic have continued with it. Hope this is useful.
1327,"One reviewer says he starts the ""must"" at about 75 degrees. What is the actual process and what is a must?","The must is the fruit, sugar, and any liquid that you will be fermenting your wine from. It should be adjusted to an expected alcohol level of 15% Your yeast will go into hibernation at about 14%. If you are working with a wine kit that tells you to make 6 gallons of wine, make 5 gallons. you will have to leave the wine in the carboys for 3-5 months. The higher alcohol content will slow the fermentation down towards the end. This will make a superior wine that will age well and keep well. The extra sugar will result in a small amount of residual sugar that will increase the flavor and complexity of the wine many times. Every one that has tried my wine tell me that it is far better than the 30-50 dollar a bottle wine they have tried. Most tell me that it is the best wine they have ever tried. I use Lalvin EC 1118 for all my fermentations, and have been very happy with it. I have never had a stuck fermentation and it always takes off promptly and does a good job. I have never had a bad batch of wine. Temperature is not critical, but 75 degrees is  optimal. Just sprinkle the yeast on top of the must and let it rest there for 15 minutes. then stir it into the must. It is important to have plenty of oxygen in the must the first 3 days. The yeast will not multiply its numbers without that. After 3 days you should restrict oxygen. If there is fruit or seeds or skins in your must, you should punch down the must every day. Do not let the must sit up out of the liquid or you run the risk of mold or bacteria invading your must. If you have any other questions feel free to ask.Larry



    The must is the fruit, sugar, and any liquid that you will be fermenting your wine from. It should be adjusted to an expected alcohol level of 15% Your yeast will go into hibernation at about 14%. If you are working with a wine kit that tells you to make 6 gallons of wine, make 5 gallons. you will have to leave the wine in the carboys for 3-5 months. The higher alcohol content will slow the fermentation down towards the end. This will make a superior wine that will age well and keep well. The extra sugar will result in a small amount of residual sugar that will increase the flavor and...
      » 
Read More


   The must is the fruit, sugar, and any liquid that you will be fermenting your wine from. It should be adjusted to an expected alcohol level of 15% Your yeast will go into hibernation at about 14%. If you are working with a wine kit that tells you to make 6 gallons of wine, make 5 gallons. you will have to leave the wine in the carboys for 3-5 months. The higher alcohol content will slow the fermentation down towards the end. This will make a superior wine that will age well and keep well. The extra sugar will result in a small amount of residual sugar that will increase the flavor and complexity of the wine many times. Every one that has tried my wine tell me that it is far better than the 30-50 dollar a bottle wine they have tried. Most tell me that it is the best wine they have ever tried. I use Lalvin EC 1118 for all my fermentations, and have been very happy with it. I have never had a stuck fermentation and it always takes off promptly and does a good job. I have never had a bad batch of wine. Temperature is not critical, but 75 degrees is  optimal. Just sprinkle the yeast on top of the must and let it rest there for 15 minutes. then stir it into the must. It is important to have plenty of oxygen in the must the first 3 days. The yeast will not multiply its numbers without that. After 3 days you should restrict oxygen. If there is fruit or seeds or skins in your must, you should punch down the must every day. Do not let the must sit up out of the liquid or you run the risk of mold or bacteria invading your must. If you have any other questions feel free to ask.Larry
      « 

Show Less"
1328,Is each tea bag individually wrapped?,Yes each bag is individually wrapped.
1329,How long will this last unopened?,"I ordered some on 12/17/13 and they arrived with a ""Best if used by date"" of 10/17/15. Hope that helps. I use the cream of mushroom primarily as a base for sauces. My family likes it."
1330,size cruet,"The cruet holds about 2 cups of salad dressing a goodly amount for the dining table.  Easy to mix in and easy and nice looking to serve from.  A wonderful choice and you can fill it with any kind of salad dressing, even homemade.  Hope this helps!  K"
1331,I note that pomegranate-cranberry is sold by CVS as a fiber drink mix. Is the Ocean Spray mix considered to be a fiber drink?,I don't think the ocean Spray product has any fiber in it.
1332,"I too, do not understand the ""4 pack"" description. I received one box in my order. Makes for very pricy box of cookies. Is this normal?","No, I do not think it is...I believe there should have been four 8.8 oz. boxes. I think you should let the shipper or vendor know."
1333,Does this need to be refrigerated after it is opened?,"Yes, just like many other sugar products."
